"filename", "language", "C#", "HLSL", "Log", "JSON", "ShaderLab", "Markdown", "Shell Script", "comment", "blank", "total"
"c:\Users\lewis\code\space_men\Assets\Scripts\Abilities\Ability.cs", "C#", 13, 0, 0, 0, 0, 0, 0, 0, 5, 18
"c:\Users\lewis\code\space_men\Assets\Scripts\Abilities\AbilityGroup.cs", "C#", 10, 0, 0, 0, 0, 0, 0, 0, 3, 13
"c:\Users\lewis\code\space_men\Assets\Scripts\Abilities\FireOrdnance.cs", "C#", 45, 0, 0, 0, 0, 0, 0, 1, 6, 52
"c:\Users\lewis\code\space_men\Assets\Scripts\Abilities\FullAuto.cs", "C#", 25, 0, 0, 0, 0, 0, 0, 0, 6, 31
"c:\Users\lewis\code\space_men\Assets\Scripts\Abilities\LayDownFire.cs", "C#", 42, 0, 0, 0, 0, 0, 0, 0, 9, 51
"c:\Users\lewis\code\space_men\Assets\Scripts\Abilities\Overwatch.cs", "C#", 31, 0, 0, 0, 0, 0, 0, 0, 7, 38
"c:\Users\lewis\code\space_men\Assets\Scripts\Abilities\ReactionAbility.cs", "C#", 6, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\lewis\code\space_men\Assets\Scripts\Abilities\Reload.cs", "C#", 13, 0, 0, 0, 0, 0, 0, 0, 3, 16
"c:\Users\lewis\code\space_men\Assets\Scripts\Abilities\Sprint.cs", "C#", 14, 0, 0, 0, 0, 0, 0, 0, 3, 17
"c:\Users\lewis\code\space_men\Assets\Scripts\Abilities\StandardShoot.cs", "C#", 9, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\lewis\code\space_men\Assets\Scripts\Bin\AlienAudioProfile.cs", "C#", 10, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\lewis\code\space_men\Assets\Scripts\Bin\AlienUnlocks.cs", "C#", 7, 0, 0, 0, 0, 0, 0, 0, 3, 10
"c:\Users\lewis\code\space_men\Assets\Scripts\Bin\AudioClipProfile.cs", "C#", 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\lewis\code\space_men\Assets\Scripts\Bin\AudioCollection.cs", "C#", 7, 0, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\lewis\code\space_men\Assets\Scripts\Bin\DamageType.cs", "C#", 5, 0, 0, 0, 0, 0, 0, 0, 0, 5
"c:\Users\lewis\code\space_men\Assets\Scripts\Bin\GameplayOperations.cs", "C#", 164, 0, 0, 0, 0, 0, 0, 5, 13, 182
"c:\Users\lewis\code\space_men\Assets\Scripts\Bin\Inventory.cs", "C#", 16, 0, 0, 0, 0, 0, 0, 0, 4, 20
"c:\Users\lewis\code\space_men\Assets\Scripts\Bin\MapGenerator.cs", "C#", 345, 0, 0, 0, 0, 0, 0, 3, 48, 396
"c:\Users\lewis\code\space_men\Assets\Scripts\Bin\MapPathing.cs", "C#", 105, 0, 0, 0, 0, 0, 0, 0, 11, 116
"c:\Users\lewis\code\space_men\Assets\Scripts\Bin\Noise.cs", "C#", 272, 0, 0, 0, 0, 0, 0, 90, 50, 412
"c:\Users\lewis\code\space_men\Assets\Scripts\Bin\PlayerSave.cs", "C#", 22, 0, 0, 0, 0, 0, 0, 0, 5, 27
"c:\Users\lewis\code\space_men\Assets\Scripts\Bin\SoldierNameGenerator.cs", "C#", 14, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\Users\lewis\code\space_men\Assets\Scripts\Bin\Trait.cs", "C#", 4, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\lewis\code\space_men\Assets\Scripts\Bin\WeaponAudioProfile.cs", "C#", 9, 0, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Users\lewis\code\space_men\Assets\Scripts\DataObjects\EnemyProfileSet.cs", "C#", 27, 0, 0, 0, 0, 0, 0, 0, 2, 29
"c:\Users\lewis\code\space_men\Assets\Scripts\DataObjects\EnemySpawnTracker.cs", "C#", 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\lewis\code\space_men\Assets\Scripts\DataObjects\InventoryItem.cs", "C#", 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\lewis\code\space_men\Assets\Scripts\DataObjects\MetaSoldier.cs", "C#", 10, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\lewis\code\space_men\Assets\Scripts\DataObjects\MetaSquad.cs", "C#", 42, 0, 0, 0, 0, 0, 0, 0, 6, 48
"c:\Users\lewis\code\space_men\Assets\Scripts\DataObjects\Point.cs", "C#", 19, 0, 0, 0, 0, 0, 0, 0, 7, 26
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\AbilityIcon.cs", "C#", 20, 0, 0, 0, 0, 0, 0, 0, 5, 25
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\AbilityInfoPanel.cs", "C#", 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\Actor.cs", "C#", 121, 0, 0, 0, 0, 0, 0, 0, 20, 141
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\Alien.cs", "C#", 85, 0, 0, 0, 0, 0, 0, 0, 16, 101
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\AlienData.cs", "C#", 21, 0, 0, 0, 0, 0, 0, 0, 4, 25
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\AmmoCrate.cs", "C#", 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\AmmoGauge.cs", "C#", 28, 0, 0, 0, 0, 0, 0, 0, 6, 34
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\AmmoIcon.cs", "C#", 9, 0, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\AnimationManager.cs", "C#", 21, 0, 0, 0, 0, 0, 0, 0, 6, 27
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\Armour.cs", "C#", 49, 0, 0, 0, 0, 0, 0, 0, 10, 59
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\AudioPlayer.cs", "C#", 15, 0, 0, 0, 0, 0, 0, 0, 5, 20
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\BloodSplatController.cs", "C#", 39, 0, 0, 0, 0, 0, 0, 0, 12, 51
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\ButtonHandler.cs", "C#", 38, 0, 0, 0, 0, 0, 0, 0, 10, 48
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\Chest.cs", "C#", 3, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\Door.cs", "C#", 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\Fire.cs", "C#", 19, 0, 0, 0, 0, 0, 0, 0, 6, 25
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\FogManager.cs", "C#", 20, 0, 0, 0, 0, 0, 0, 0, 4, 24
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\HiveMind.cs", "C#", 180, 0, 0, 0, 0, 0, 0, 3, 23, 206
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\InformationPanel.cs", "C#", 9, 0, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\InterfaceController.cs", "C#", 44, 0, 0, 0, 0, 0, 0, 0, 10, 54
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\ItemReward.cs", "C#", 6, 0, 0, 0, 0, 0, 0, 0, 3, 9
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\Loot.cs", "C#", 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\LootGenerator.cs", "C#", 33, 0, 0, 0, 0, 0, 0, 0, 7, 40
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\LootSpawner.cs", "C#", 13, 0, 0, 0, 0, 0, 0, 0, 5, 18
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\Map.cs", "C#", 109, 0, 0, 0, 0, 0, 0, 0, 17, 126
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\MapHighlighter.cs", "C#", 32, 0, 0, 0, 0, 0, 0, 0, 11, 43
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\MapInputController.cs", "C#", 87, 0, 0, 0, 0, 0, 0, 1, 11, 99
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\MapInstantiator.cs", "C#", 161, 0, 0, 0, 0, 0, 0, 1, 14, 176
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\MapIteration.cs", "C#", 64, 0, 0, 0, 0, 0, 0, 0, 11, 75
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\MapMarkerController.cs", "C#", 36, 0, 0, 0, 0, 0, 0, 0, 10, 46
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\ModalPopup.cs", "C#", 23, 0, 0, 0, 0, 0, 0, 0, 7, 30
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\RoomTemplate.cs", "C#", 31, 0, 0, 0, 0, 0, 0, 0, 5, 36
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\RoomTemplateTile.cs", "C#", 25, 0, 0, 0, 0, 0, 0, 0, 3, 28
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\SFXLayer.cs", "C#", 45, 0, 0, 0, 0, 0, 0, 0, 9, 54
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\Soldier.cs", "C#", 172, 0, 0, 0, 0, 0, 0, 0, 22, 194
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\Spawner.cs", "C#", 13, 0, 0, 0, 0, 0, 0, 0, 6, 19
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\StartLocation.cs", "C#", 13, 0, 0, 0, 0, 0, 0, 0, 5, 18
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\Tile.cs", "C#", 90, 0, 0, 0, 0, 0, 0, 0, 21, 111
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\TurnCounter.cs", "C#", 22, 0, 0, 0, 0, 0, 0, 0, 8, 30
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\UIState.cs", "C#", 18, 0, 0, 0, 0, 0, 0, 0, 5, 23
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\Vent.cs", "C#", 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\lewis\code\space_men\Assets\Scripts\EngineLayer\Weapon.cs", "C#", 38, 0, 0, 0, 0, 0, 0, 0, 7, 45
"c:\Users\lewis\code\space_men\Assets\Scripts\Interfaces\IMask.cs", "C#", 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\lewis\code\space_men\Assets\Scripts\Interfaces\IWeighted.cs", "C#", 3, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\lewis\code\space_men\Assets\Scripts\Interfaces\PriorityQueue.cs", "C#", 498, 0, 0, 0, 0, 0, 0, 308, 146, 952
"c:\Users\lewis\code\space_men\Assets\Scripts\Main.cs", "C#", 43, 0, 0, 0, 0, 0, 0, 7, 16, 66
"c:\Users\lewis\code\space_men\Assets\Scripts\Objectives\GetToTarget.cs", "C#", 22, 0, 0, 0, 0, 0, 0, 0, 5, 27
"c:\Users\lewis\code\space_men\Assets\Scripts\Objectives\GrabTheLoot.cs", "C#", 6, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\lewis\code\space_men\Assets\Scripts\Objectives\Objective.cs", "C#", 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\lewis\code\space_men\Assets\Scripts\Objectives\Objectives.cs", "C#", 53, 0, 0, 0, 0, 0, 0, 0, 14, 67
"c:\Users\lewis\code\space_men\Assets\Scripts\Tracer.cs", "C#", 20, 0, 0, 0, 0, 0, 0, 0, 7, 27
"c:\Users\lewis\code\space_men\Assets\Scripts\Util\Extensions.cs", "C#", 41, 0, 0, 0, 0, 0, 0, 0, 5, 46
"c:\Users\lewis\code\space_men\Assets\Src\Data\Campaign.cs", "C#", -9, 0, 0, 0, 0, 0, 0, -1, -4, -14
"c:\Users\lewis\code\space_men\Assets\Src\Data\DataPersistence.cs", "C#", -28, 0, 0, 0, 0, 0, 0, 0, -6, -34
"c:\Users\lewis\code\space_men\Assets\Src\Data\ItemBlueprint.cs", "C#", -6, 0, 0, 0, 0, 0, 0, 0, -3, -9
"c:\Users\lewis\code\space_men\Assets\Src\Data\ItemElement.cs", "C#", -11, 0, 0, 0, 0, 0, 0, 0, -3, -14
"c:\Users\lewis\code\space_men\Assets\Src\Data\Mission.cs", "C#", -11, 0, 0, 0, 0, 0, 0, 0, -4, -15
"c:\Users\lewis\code\space_men\Assets\Src\Data\MissionEnemyProfile.cs", "C#", -10, 0, 0, 0, 0, 0, 0, 0, -2, -12
"c:\Users\lewis\code\space_men\Assets\Src\Data\MissionReward.cs", "C#", -13, 0, 0, 0, 0, 0, 0, 0, -3, -16
"c:\Users\lewis\code\space_men\Assets\Src\Data\MissionThreatProfile.cs", "C#", -4, 0, 0, 0, 0, 0, 0, 0, -1, -5
"c:\Users\lewis\code\space_men\Assets\Src\Data\SecondaryMission.cs", "C#", -5, 0, 0, 0, 0, 0, 0, 0, -2, -7
"c:\Users\lewis\code\space_men\Assets\Src\Data\SoldierData.cs", "C#", -24, 0, 0, 0, 0, 0, 0, 0, -9, -33
"c:\Users\lewis\code\space_men\Assets\Src\Data\Squad.cs", "C#", -60, 0, 0, 0, 0, 0, 0, -21, -19, -100
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\AlienAttack.cs", "C#", -12, 0, 0, 0, 0, 0, 0, -2, -3, -17
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\AlienDeployer.cs", "C#", -74, 0, 0, 0, 0, 0, 0, -4, -20, -98
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\AlienMovementPhaseDirector.cs", "C#", -67, 0, 0, 0, 0, 0, 0, 0, -10, -77
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\AlienPathingWrapper.cs", "C#", -12, 0, 0, 0, 0, 0, 0, 0, -5, -17
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\AlienSpawnWrapper.cs", "C#", -15, 0, 0, 0, 0, 0, 0, 0, -6, -21
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\Barracks.cs", "C#", -21, 0, 0, 0, 0, 0, 0, 0, -7, -28
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\ExplodableWrapper.cs", "C#", -10, 0, 0, 0, 0, 0, 0, 0, -5, -15
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\Exploder.cs", "C#", -47, 0, 0, 0, 0, 0, 0, -1, -9, -57
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\Explosion.cs", "C#", -25, 0, 0, 0, 0, 0, 0, 0, -9, -34
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\FireComponent.cs", "C#", -2, 0, 0, 0, 0, 0, 0, 0, -1, -3
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\FogController.cs", "C#", -7, 0, 0, 0, 0, 0, 0, 0, -4, -11
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\GameLogicComponent.cs", "C#", -17, 0, 0, 0, 0, 0, 0, 0, -7, -24
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\GamePhase.cs", "C#", -26, 0, 0, 0, 0, 0, 0, 0, -9, -35
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\GroupSpawnModule.cs", "C#", -21, 0, 0, 0, 0, 0, 0, 0, -7, -28
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\IPhaseFactory.cs", "C#", -4, 0, 0, 0, 0, 0, 0, 0, -3, -7
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\ISpawnModule.cs", "C#", -7, 0, 0, 0, 0, 0, 0, 0, -4, -11
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\IUserInterface.cs", "C#", -6, 0, 0, 0, 0, 0, 0, 0, -3, -9
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\IWorld.cs", "C#", -9, 0, 0, 0, 0, 0, 0, 0, -8, -17
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\PhaseFactory.cs", "C#", -31, 0, 0, 0, 0, 0, 0, 0, -5, -36
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\PossibleSoldierActions.cs", "C#", -20, 0, 0, 0, 0, 0, 0, 0, -6, -26
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\RadarBlipController.cs", "C#", -14, 0, 0, 0, 0, 0, 0, -7, -7, -28
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\Rewards\IUnclaimedMissionReward.cs", "C#", -3, 0, 0, 0, 0, 0, 0, 0, -2, -5
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\Rewards\RewardClaimer.cs", "C#", -5, 0, 0, 0, 0, 0, 0, 0, -4, -9
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\Rewards\SingleItemReward.cs", "C#", -9, 0, 0, 0, 0, 0, 0, 0, -4, -13
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\SingleSpawnModule.cs", "C#", -17, 0, 0, 0, 0, 0, 0, 0, -7, -24
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\SoldierLOSWrapper.cs", "C#", -16, 0, 0, 0, 0, 0, 0, 0, -6, -22
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\SoldierPathingWrapper.cs", "C#", -12, 0, 0, 0, 0, 0, 0, 0, -5, -17
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\TrickleSpawnModule.cs", "C#", -23, 0, 0, 0, 0, 0, 0, 0, -7, -30
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\VirtualAlien.cs", "C#", -11, 0, 0, 0, 0, 0, 0, 0, -4, -15
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\VirtualMap.cs", "C#", -22, 0, 0, 0, 0, 0, 0, 0, -8, -30
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\VirtualSpawner.cs", "C#", -39, 0, 0, 0, 0, 0, 0, 0, -8, -47
"c:\Users\lewis\code\space_men\Assets\Src\GameLogic\Workshop.cs", "C#", -27, 0, 0, 0, 0, 0, 0, -5, -10, -42
"c:\Users\lewis\code\space_men\Assets\Src\New\ActionImpl.cs", "C#", -6, 0, 0, 0, 0, 0, 0, 0, -3, -9
"c:\Users\lewis\code\space_men\Assets\Src\New\ActorActionFactory.cs", "C#", -13, 0, 0, 0, 0, 0, 0, 0, -4, -17
"c:\Users\lewis\code\space_men\Assets\Src\New\Components\AllControllers.cs", "C#", -17, 0, 0, 0, 0, 0, 0, 0, -5, -22
"c:\Users\lewis\code\space_men\Assets\Src\New\Components\ArmouryMenu.cs", "C#", -10, 0, 0, 0, 0, 0, 0, 0, -3, -13
"c:\Users\lewis\code\space_men\Assets\Src\New\Components\BlackFade.cs", "C#", -17, 0, 0, 0, 0, 0, 0, 0, -5, -22
"c:\Users\lewis\code\space_men\Assets\Src\New\Components\CreditsIcon.cs", "C#", -8, 0, 0, 0, 0, 0, 0, 0, -3, -11
"c:\Users\lewis\code\space_men\Assets\Src\New\Components\Debug\PressSpaceTrigger.cs", "C#", -10, 0, 0, 0, 0, 0, 0, 0, -3, -13
"c:\Users\lewis\code\space_men\Assets\Src\New\Components\EnergyDisplayPip.cs", "C#", -19, 0, 0, 0, 0, 0, 0, 0, -6, -25
"c:\Users\lewis\code\space_men\Assets\Src\New\Components\GameHUD.cs", "C#", -12, 0, 0, 0, 0, 0, 0, 0, -4, -16
"c:\Users\lewis\code\space_men\Assets\Src\New\Components\GenericMarker.cs", "C#", -8, 0, 0, 0, 0, 0, 0, 0, -3, -11
"c:\Users\lewis\code\space_men\Assets\Src\New\Components\Header.cs", "C#", -62, 0, 0, 0, 0, 0, 0, 0, -12, -74
"c:\Users\lewis\code\space_men\Assets\Src\New\Components\HealthBar.cs", "C#", -11, 0, 0, 0, 0, 0, 0, 0, -5, -16
"c:\Users\lewis\code\space_men\Assets\Src\New\Components\Icon.cs", "C#", -32, 0, 0, 0, 0, 0, 0, 0, -9, -41
"c:\Users\lewis\code\space_men\Assets\Src\New\Components\MetaSoldierButton.cs", "C#", -14, 0, 0, 0, 0, 0, 0, 0, -4, -18
"c:\Users\lewis\code\space_men\Assets\Src\New\Components\MetaSoldierSelectPanel.cs", "C#", -34, 0, 0, 0, 0, 0, 0, 0, -8, -42
"c:\Users\lewis\code\space_men\Assets\Src\New\Components\MissionCompletePanel.cs", "C#", -16, 0, 0, 0, 0, 0, 0, 0, -4, -20
"c:\Users\lewis\code\space_men\Assets\Src\New\Components\MissionOverview.cs", "C#", -11, 0, 0, 0, 0, 0, 0, 0, -3, -14
"c:\Users\lewis\code\space_men\Assets\Src\New\Components\RadarBlipLayer.cs", "C#", -26, 0, 0, 0, 0, 0, 0, 0, -7, -33
"c:\Users\lewis\code\space_men\Assets\Src\New\Components\RewardIcon.cs", "C#", -17, 0, 0, 0, 0, 0, 0, 0, -4, -21
"c:\Users\lewis\code\space_men\Assets\Src\New\Components\SavePageSlot.cs", "C#", -13, 0, 0, 0, 0, 0, 0, 0, -4, -17
"c:\Users\lewis\code\space_men\Assets\Src\New\Components\Scripting\AlienDeadCondition.cs", "C#", -7, 0, 0, 0, 0, 0, 0, 0, -3, -10
"c:\Users\lewis\code\space_men\Assets\Src\New\Components\Scripting\DisableObject.cs", "C#", -6, 0, 0, 0, 0, 0, 0, 0, -2, -8
"c:\Users\lewis\code\space_men\Assets\Src\New\Components\Scripting\EliminationObjective.cs", "C#", -12, 0, 0, 0, 0, 0, 0, 0, -3, -15
"c:\Users\lewis\code\space_men\Assets\Src\New\Components\Scripting\ExtractionObjective.cs", "C#", -13, 0, 0, 0, 0, 0, 0, 0, -3, -16
"c:\Users\lewis\code\space_men\Assets\Src\New\Components\Scripting\GenericObjective.cs", "C#", -12, 0, 0, 0, 0, 0, 0, 0, -3, -15
"c:\Users\lewis\code\space_men\Assets\Src\New\Components\Scripting\ObjectiveCondition.cs", "C#", -8, 0, 0, 0, 0, 0, 0, 0, -3, -11
"c:\Users\lewis\code\space_men\Assets\Src\New\Components\Scripting\ReachHereObjective.cs", "C#", -16, 0, 0, 0, 0, 0, 0, 0, -4, -20
"c:\Users\lewis\code\space_men\Assets\Src\New\Components\Scripting\Scripting.cs", "C#", -20, 0, 0, 0, 0, 0, 0, 0, -5, -25
"c:\Users\lewis\code\space_men\Assets\Src\New\Components\Scripting\SoldierPresenceCondition.cs", "C#", -11, 0, 0, 0, 0, 0, 0, 0, -4, -15
"c:\Users\lewis\code\space_men\Assets\Src\New\Components\Scripting\SoldierTraverseTrigger.cs", "C#", -17, 0, 0, 0, 0, 0, 0, 0, -5, -22
